,uniqueID,duration,date,drugName,review,rating,upvotes,drug,page
4033,TMano,Taken for less than 1 month,"October 3, 2019",Contrave (bupropion / naltrexone),I took Contrave for 3 weeks and it made me shakey and was always dizzy. I had to come off it as I had a bad experience and now suffer from anxiety and contant dizzy spells. This drug it not healthy.,1.0,12,bupropion-naltrexone,76
4034,bangoua,Taken for less than 1 month,"April 19, 2015",Contrave (bupropion / naltrexone),"Day 2 on contrave, don't feel like eating at all, but feeling tired, some nausea and dizziness. hope this will go away soon.",,21,bupropion-naltrexone,76
4035,Tryin...,Taken for less than 1 month,"October 25, 2016",Contrave (bupropion / naltrexone),I have been on the medicine for 4 days and I cant even tell I'm taking it. I hope once I start increasing the dose I will notice a change.,1.0,18,bupropion-naltrexone,76
4036,Anonymous,Taken for 1 to 6 months,"March 19, 2021",Contrave (bupropion / naltrexone),"Hello . I took this in 2018 and I lost 30 lbs. so I felt great, looked great. I went off it after 6 months. I am now menopausal and gained weight I am back on Contrave.",10.0,8,bupropion-naltrexone,76
4037,Cucco,,"March 13, 2015",Contrave (bupropion / naltrexone),I love this medicine but I've noticed I have a lot of shortness of breath with it. Especially since starting 2 in the morning. It's awful. I don't think I will take this anymore.,10.0,21,bupropion-naltrexone,76
4038,All...,,"April 20, 2016",Contrave (bupropion / naltrexone),"All the people with nausea and headaches, you cannot, I repeat you CANNOT take opiates with this, it will hurt you!!!",,19,bupropion-naltrexone,76
4039,Lovel...,,"December 24, 2014",Contrave (bupropion / naltrexone),I've been on Contrave for almost 2 weeks now. Lost about 5lbs. Have not had any bad side effects but energy levels are low. Looking into trying low carb diet to see if it helps with more weight loss.,4.0,21,bupropion-naltrexone,76
4040,RueAnn,Taken for 1 to 6 months,"July 7, 2017",Contrave (bupropion / naltrexone),12 weeks and no change. The most expensive weight loss medication I have taken even with the card. Constipation and frequent need to urinate.,3.0,16,bupropion-naltrexone,76
4041,JLM,,"May 9, 2017",Contrave (bupropion / naltrexone),"I love this medication. I have been on Contrave for 2 weeks and have lost 7lbs. The only side effect I have had is the dry mouth, but I can live with that. I highly recommend this drug.",10.0,16,bupropion-naltrexone,76
4042,taxgirl,,"May 21, 2015",Contrave (bupropion / naltrexone),This is my 2nd week on Contrave and I have lost 13lbs it is AWESOME I feel fantastic only side effect that I having is insomnia...,6.0,20,bupropion-naltrexone,76
4043,Jimbo,Taken for 1 to 6 months,"August 19, 2016",Contrave (bupropion / naltrexone),"Don't waste your money. I have taken it for 2 months. Stomach pain, nightmares, strange feeling but no weight loss.",1.0,17,bupropion-naltrexone,76
4044,Feeling...,Taken for less than 1 month,"October 19, 2021",Contrave (bupropion / naltrexone),Day 3 - feeling amazing - so far no side effects at all.,10.0,6,bupropion-naltrexone,76
4045,Anonymous,Taken for 1 to 6 months,"June 3, 2017",Contrave (bupropion / naltrexone),I've been on it two months now. The first month I lost ten pounds but now the weight loss stopped. Never suppressed my appetite. I'm ready to try something different.,3.0,15,bupropion-naltrexone,76
4046,Norm...,Taken for 1 to 6 months,"October 21, 2017",Contrave (bupropion / naltrexone),Did feel a slight headache. My cravings have went away on this medicine. Lost 32 pounds so far.,,14,bupropion-naltrexone,76
4047,heath...,,"March 11, 2017",Contrave (bupropion / naltrexone),I wish I could give this drug less than a 1- I think it will be off the market soon- it was horrible- I have never felt so bad! Now on Phentermine and loving it!!!! Trust me- stay away from this drug!,1.0,15,bupropion-naltrexone,76
4048,hh339...,Taken for 1 to 2 years,"February 3, 2018",Contrave (bupropion / naltrexone),I started taking this in November 2016 and I am down 50 lbs. I have lost more than I needed to and have been maintaining for the past 6 months. I couldn’t be more pleased with my results!,10.0,13,bupropion-naltrexone,76
4049,Wishe...,,"May 13, 2016",Contrave (bupropion / naltrexone),I love the medicine but I can't continue with it due to it making my blood pressure go sky high,5.0,16,bupropion-naltrexone,76
4050,Marle...,,"January 2, 2017",Contrave (bupropion / naltrexone),"Just saw a commercial for this, today. I don't like the idea of naltrexone in it. I won't be trying it. Thanks, but no thanks!",1.0,15,bupropion-naltrexone,77
4051,Poppy,Taken for 1 to 6 months,"August 27, 2019",Contrave (bupropion / naltrexone),"Did nothing for me, if anything made me eat more. Save your $$",1.0,10,bupropion-naltrexone,77
4052,Justi...,,"January 19, 2016",Contrave (bupropion / naltrexone),I started the medication on 1/8/2016 as directed weighed myself this morning with the scale down scale and it said that I lost 21 pounds in less than 2 weeks,9.0,16,bupropion-naltrexone,77
4053,Gklass,,"August 12, 2017",Contrave (bupropion / naltrexone),I have been on Contrave for 10 weeks and have lost 17 lbs. The only side affect is irregular bowel movements. I feel great! I can't wait to see how much I lose in the next 10 weekends!,9.0,13,bupropion-naltrexone,77
4054,Lennie...,Taken for 6 months to 1 year,"March 22, 2018",Contrave (bupropion / naltrexone),"I can't brag enough about this magical pill. It has encouraged me to stop smoking, stop over eating, eating out of boredom, It also has helped me to eat healthier and to exercise...",10.0,12,bupropion-naltrexone,77
4055,Richie...,,"August 6, 2015",Contrave (bupropion / naltrexone),Been on this medicine for a month and had lots of trouble. Had palpitations and heart hurts. High blood pressure and don't know if I should stop taking this drug. Lost 20 pounds already.,8.0,16,bupropion-naltrexone,77
4056,Gayle...,Taken for less than 1 month,"February 25, 2017",Contrave (bupropion / naltrexone),"Wasn't for me. Made me extremely nauseous all day everyday. After the side effects didn't fade after a week, I stopped taking them.",1.0,13,bupropion-naltrexone,77
4057,Jano,Taken for less than 1 month,"February 1, 2019",Contrave (bupropion / naltrexone),DANGEROUS!!! ENDED UP IN EMERGENCY ON THE THIRD WEEK THOUGHT I WAS HAVING A STROKE!!! Although I do have to say I was less hungry..,1.0,10,bupropion-naltrexone,77
4058,Ann,,"February 19, 2017",Contrave (bupropion / naltrexone),Third day lost 5 lbs so happy. BUT crazy mental stuff.. Was falling asleep and started waking up and just got weirded out. Panic attack.....any suggestions anyone.,5.0,13,bupropion-naltrexone,77
4059,Dorothy...,,"May 18, 2016",Contrave (bupropion / naltrexone),"I'm a 36 year-old female, 5'8",5.0,14,bupropion-naltrexone,77
4060,JENKS...,Taken for less than 1 month,"August 23, 2017",Contrave (bupropion / naltrexone),"This stuff is the so BAD! I almost died yesterday!!! If 1 pill made me feel this way, surely taking 4 pills a day will have me 6 feet under ground! Stay away from this trash and try something else!",1.0,12,bupropion-naltrexone,77
4061,Shann...,,"May 18, 2017",Contrave (bupropion / naltrexone),I've been on Contrave for a month. I see no difference in my appetite and I'm having no side effects. I've lost nothing. I am so sad! I really need this to work.,1.0,12,bupropion-naltrexone,77
4062,Jill,,"November 8, 2015",Contrave (bupropion / naltrexone),"Horrible jitters, severe agitation, irritable, sleeplessness, thoughts wandered, and dizziness after one dose.",1.0,14,bupropion-naltrexone,77
4063,Rocky...,Taken for less than 1 month,"March 11, 2017",Contrave (bupropion / naltrexone),This medication is extremely expensive..... It makes you think why most insurance doesn't cover it... Since I paid almost $200 my expectations are extremely high now... My dose starts today!,1.0,12,bupropion-naltrexone,77
4064,Nanny...,Taken for less than 1 month,"December 7, 2015",Contrave (bupropion / naltrexone),Just started today my current weight 200 I'm 5 2 would be happy to loose 50lbs I'll keep you posted,,14,bupropion-naltrexone,77
4065,jrs,Taken for less than 1 month,"October 12, 2015",Contrave (bupropion / naltrexone),"Day 1 for me today. So far just very nauseous, I hope this doesn't last long.. I will keep everyone posted on my experience.",10.0,14,bupropion-naltrexone,77
4066,Pokey,,"July 7, 2021",Contrave (bupropion / naltrexone),"Worst drug I’ve ever taken in my life. I thought I was going to die- tremors, sweating, nausea, vomiting, diarrhea, heart beating out of my chest. Had to go to ER. Stay away!",1.0,5,bupropion-naltrexone,77
4067,AJano,,"February 14, 2019",Contrave (bupropion / naltrexone),"Week 3 heart racing, dry mouth, nervous. I decided to stop the meds.",,9,bupropion-naltrexone,77
4068,Annmj...,,"April 19, 2016",Contrave (bupropion / naltrexone),Tried it for a few days - just the one in AM. Nausea. Gas from the sulfur pits of hell. The runs. Stomach pain. Jittery. sleepless. Of course I am not eating much. But. no. Just. No.,2.0,13,bupropion-naltrexone,77
4069,Val,,"February 5, 2016",Contrave (bupropion / naltrexone),Took contrave this morning for the first time.. within the hour I had terrible stomach pain and cramping has this happened to anyone else???,1.0,13,bupropion-naltrexone,77
4070,Steph...,Taken for less than 1 month,"June 6, 2022",Contrave (bupropion / naltrexone),The side effects were unbearable. I felt out of body taking this medication. I tried it for a week and could no longer handle the side effects.,4.0,3,bupropion-naltrexone,77
4071,Quyen,Taken for 1 to 6 months,"April 14, 2017",Contrave (bupropion / naltrexone),I'm 34 ...5' 4,7.0,11,bupropion-naltrexone,77
4072,Tamine,,"November 10, 2017",Contrave (bupropion / naltrexone),Started one week ago today. Only been hungry one day. Lost 3.2 lbs and 6.5 inches. More energy than I've had in years and overall happier. Look forward to continued success.,10.0,10,bupropion-naltrexone,77
4073,Ghajfla,,"September 8, 2016",Contrave (bupropion / naltrexone),I was taking contrave for 4 weeks. The nausea NEVER stopped. It made me feel weak and i was getting hot flashes. On top of that? Didn't even lose one pound. Worst medication ever.,1.0,11,bupropion-naltrexone,77
4074,Meh,Taken for less than 1 month,"March 27, 2018",Contrave (bupropion / naltrexone),"Induced extreme insomia, dry mouth, hot flashes, forgetfulness. Took two weeks recommended dosing. Decided I had to stop for my health.",1.0,9,bupropion-naltrexone,77
